startup_name,sector,city,investors,funding_stage,amount_usd,year
Airmed Labs,Consumer Internet,Ahmedabad,Brand Capital,Private Equity,1400000.0,2017
99Perhour,Consumer Internet,Chennai,V Aanand R,Seed,300000.0,2017
Kochi Post,Consumer Internet,Kochi,"Rajesh Yohannan, Puthen & Cole",Seed,,2017
Intuit Things,Technology,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed,106000.0,2017
Cloudrino,Technology,Delhi,The Ten Minute Million,Seed,22500.0,2017
Fabx,E-Commerce,Mumbai,The Ten Minute Million,Seed,68000.0,2017
Maptags,Consumer Internet,Bangalore,The Ten Minute Million,Seed,18000.0,2017
Yolo Health,Consumer Internet,Mumbai,Chandigarh Angels Network (CAN),Seed,,2017
Heads Up For Tails,E-Commerce,Delhi,Undisclosed Investors,Private Equity,2000000.0,2017
Register My Marriage,Consumer Internet,Delhi,Mumbai Angels,Seed,,2017
Sidqam,Technology,Delhi NCR,"SQue Capital, Grace Capital Ventures, Soham Vencaps",Private Equity,1200000.0,2016
India Lends,Consumer Internet,Delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,4000000.0,2016
Slide App,Consumer Internet,Delhi,Songhyun Investment,Private Equity,3600000.0,2016
Badiyajobs,Consumer Internet,Delhi,Undisclosed,Seed,100000.0,2016
Streo,Consumer Internet,Bangalore,"GEMs Advisory, Quarizon",Seed,,2016
Tygr,Technology,Mumbai,Franchise India,Private Equity,3000000.0,2016
Mr Hot Foods,Consumer Internet,Indore,IvyCamp Ventures,Seed,,2016
Urdoorstep,E-Commerce,Bangalore,Lakshmi Vilas Bank & undisclosed HNIs,Private Equity,1400000.0,2016
Onn Bikes,E-Commerce,Mumbai,Grace Capital Ventures,Seed,,2016
Diro Labs,Consumer Internet,Delhi,Info Edge (India),Seed,147000.0,2016
Thb,Technology,Gurgaon,"Ajith Sukumaran, Currae Healthtech Fund",Seed,,2016
Lookatme,Consumer Internet,Other City,Eros Labs,Seed,,2016
Netree,E-Commerce,Delhi,"The Chennai Angels, LetsVenture",Seed,,2016
Bookeventz,Consumer Internet,Mumbai,Investors from Mumbai Angels & LetsVenture,Seed,,2016
Tailslife,Consumer Internet,Bangalore,"Mohan Kumar, V. Balakrishnan",Seed,,2016
Revv,Consumer Internet,Delhi,Edelweiss Private Equity,Private Equity,9000000.0,2016
Wealthapp,Consumer Internet,Bangalore,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,\\xc2\\xa0 Ramkumar Nishtal, Arjun Sharmaa",Seed,440000.0,2016
Vehico,Technology,Bangalore,"Calcutta Angel Network, Appliyifi",Seed,,2016
Zest Money,Consumer Internet,Mumbai,PayU,Private Equity,6500000.0,2016
Gomechanic,Consumer Internet,Gurgaon,Venture Catalysts,Seed,250000.0,2016
Stalk Buy Love,E-Commerce,Delhi,Kalaari Capital,Private Equity,6000000.0,2016
Nykaa,E-Commerce,Mumbai,Max Ventures and Industries,Private Equity,,2016
Wittyparot,Technology,Bangalore,Mumbai Angels,Seed,450000.0,2016
Neuroequilibrium,Technology,Jaipur,Unicorn India Ventures,Seed,250000.0,2016
Xseed Education,Technology,Bangalore,Verlinvest SA,Private Equity,10000000.0,2016
Rupaiya Exchange,Consumer Internet,Delhi,Undisclosed Investors,Seed,200000.0,2016
Doctor Insta,Consumer Internet,Gurgaon,RoundGlass Partners,Private Equity,2000000.0,2016
Urbanpiper,Consumer Internet,Bangalore,"Axilor, undisclosed investors",Seed,,2016
Fresh Food Concepts,FoodTech,Delhi,"Siddhartha Gupta, Ashvin Chadha",Seed,2000000.0,2016
Indifi,Consumer Internet,Gurgaon,Omidyar Network,Private Equity,10000000.0,2016
Gocomet,Logistics,Mumbai,"India Quotient, Rajul Garg, Rajesh Yabaji, Chanakya Hridaya, Ramasubramaniam B, Vishwanathan, Nobel House, Sunstone Capital",Seed,,2016
Ofbusiness,E-Commerce,Gurgaon,"Zodius Technology Opportunities Fund, Matrix Partners",Private Equity,11100000.0,2016
Fitmein,Consumer Internet,Delhi,"FiNC, GHV",Seed,,2016
Qacco,Consumer Internet,Gurgaon,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed,150000.0,2016
Fitpass,Consumer Internet,Delhi,Mumbai Angels,Seed,1000000.0,2016
Moengage,Technology,Bangalore,Anand Chandrasekaran,Seed,,2016
Ten3T Health,Technology,Bangalore,"V. Krishna Prasad, Bhupen Shah & Others",Seed,,2016
Trading Bells,Consumer Internet,Indore,Swastika Investmart Ltd,Seed,297000.0,2016
Serv\\Xe2\\X80\\X99D,Consumer Internet,Pune,Digital Financial Service Lab,Seed,100000.0,2016
Ideaforge,Technology,Mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",Private Equity,10000000.0,2016
Amagi Media Labs,Technology,Mumbai,"Emerald Media, Premji Invest",Private Equity,35000000.0,2016
Pocket Aces,Technology,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,3000000.0,2016
Pi Data Centers,Technology,Hyderabad,Epsilon Venture Partners,Private Equity,23000000.0,2016
Tripshelf,Consumer Internet,Delhi,"GEMS Advisory, Quarizon",Seed,123000.0,2016
Events High,Consumer Internet,Bangalore,Axilor Ventures,Private Equity,,2016
Nobroker,Consumer Internet,Bangalore,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",Private Equity,7400000.0,2016
Vivocarat,E-Commerce,Mumbai,Undisclosed Investors,Seed,50000.0,2016
Tiyo,Consumer Internet,Kolkata,Ajith Nair,Seed,,2016
Zoomcar,Consumer Internet,Bangalore,Cyber Carrier CL,Private Equity,,2016
Byju\\Xe2\\X80\\X99S,Consumer Internet,Bangalore,International Financial Corporation,Private Equity,15000000.0,2016
Supr Daily,Consumer Internet,Mumbai,"Dr. Apoorv Ranjan Sharma, Anil Jain, Anuj Golecha, Krishna Jhunjhunwala, Anirudh Damani",Seed,,2016
The Bluebook,Consumer Internet,Bangalore,"Indian Angel Network, Let\\xe2\\x80\\x99s Venture",Seed,500000.0,2016
Mamaearth,E-Commerce,Delhi,Fireside Ventures & Others,Seed,,2016
Vegetall,E-Commerce,Chennai,The Chennai Angels,Seed,162000.0,2016
Innoplexus,Technology,Pune,HCS Venture capital fund,Private Equity,,2016
Mindler,Consumer Internet,Delhi,Taxmann,Seed,324000.0,2016
Mcaffeine,E-Commerce,Bangalore,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",Seed,300000.0,2016
Enkast,Technology,Bangalore,Ivy League Alumni Angel Network,Private Equity,2000000.0,2016
Shopkirana,E-Commerce,Indore,"Incubate Fund, Lead Angels Group & Others",Private Equity,,2016
Myadvo,Consumer Internet,Delhi,"Pradyumna Dalmia, S. Somasegar & Others",Seed,,2016
Asocon,Technology,Delhi NCR,Quarizon,Seed,,2016
Lexcomply,Consumer Internet,Delhi,Ajay Relan,Seed,,2016
The Postbox,E-Commerce,Chennai,"The Chennai Angels, Ritesh Mehta, Aruna Ganesh Ram",Seed,,2016
Pandorum Technologies,Technology,Bangalore,"Sachin Bansal, Binny Bansal",Seed,,2016
Dekkho,Consumer Internet,Mumbai,undisclosed investors,Seed,1200000.0,2016
Shadowfox,Logistics,Gurgaon,Eight Roads Ventures,Private Equity,10000000.0,2016
Shopx,E-Commerce,Bangalore,Nandan Nilekani,Private Equity,5000000.0,2016
Healthifyme,Consumer Internet,Bangalore,NB Ventures,Private Equity,1000000.0,2016
Letsmd,Consumer Internet,Delhi,"WaterBridge Ventures,",Seed,,2016
Justbooks,Consumer Internet,Bangalore,CoCreate Ventures,Seed,,2016
Instantpay,Consumer Internet,Delhi,"RB Investments,\\xc2\\xa0 Kaleden Holdings",Private Equity,,2016
Pickmylaundry,Consumer Internet,Delhi,"Kedar Lele, GHV Accelerator",Seed,200000.0,2016
Freshdesk,Consumer Internet,Chennai,"Sequoia Capital India, Accel Partners",Private Equity,55000000.0,2016
Laundryanna,Consumer Internet,Bangalore,Undisclosed Investors,Seed,150000.0,2016
Sattviko,FoodTech,Delhi,"Raman Roy, Ashish Gupta, Yogesh Andlay, Vaibhav Jain",Seed,,2016
Zarget,Technology,Chennai,Sequoia India,Private Equity,6000000.0,2016
Doselect,Consumer Internet,Bangalore,"3one4 Capital, Mumbai Angels, Aarin Capital",Seed,,2016
Easypolicy,Consumer Internet,Delhi NCR,"Unilazer Ventures,",Private Equity,10000000.0,2016
Browntape,Technology,Other City,Gati Ltd,Private Equity,,2016
Connect India,Logistics,Bangalore,Aavishkaar Venture Management,Private Equity,1000000.0,2016
Corseco,Technology,Delhi,"Ameera Shah, Vivek Bhargava",Seed,150000.0,2016
Vimmune,Consumer Internet,Bangalore,Undisclosed investor,Seed,,2016
The Gourmet Jar,E-Commerce,Delhi NCR,Chandigarh Angels Network,Seed,,2016
Medzin,E-Commerce,Delhi,A M Sikander,Seed,45000.0,2016
Bizongo,E-Commerce,Mumbai,"IDG Ventures, Accel Partners",Private Equity,3000000.0,2016
Rivigo,Technology,Gurgaon,Warburg Pincus,Private Equity,75000000.0,2016
Justride,Consumer Internet,Mumbai,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",Private Equity,3000000.0,2016
Iim Jobs,Consumer Internet,Delhi,India Quotient,Private Equity,2000000.0,2016
Square Yards,Consumer Internet,Gurgaon,ADAG Reliance Private Equity,Private Equity,12000000.0,2016
Golflan,Consumer Internet,Delhi,"YourNest Angel Fund, iSON",Private Equity,1000000.0,2016
Yottaasys,Technology,Bangalore,Gleevoaz Ventures,Private Equity,,2016
Tone Tag,Technology,Bangalore,"Arun Seth, T.V. Mohandas Pai, Anand Chandrasekaran, Deepak Ghaisas",Private Equity,,2016
Life In Control,Consumer Internet,Gurgaon,RoundGlass Partners,Private Equity,,2016
Active.Ai,Technology,Other City,"Kalaari Capital, IDG Ventures India",Private Equity,3000000.0,2016
Elasticrun,Technology,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,2000000.0,2016
Nobroker,Consumer Internet,Bangalore,Vijay Shekhar Sharma,Seed,,2016
Zefo,E-Commerce,Bangalore,"Sequoia India, BEENEXT, Helion Ventures",Private Equity,6000000.0,2016
Playsimple,Technology,Bangalore,"SAIF Partners, IDG Ventures India",Private Equity,4000000.0,2016
Stasis Labs,Technology,Bangalore,"RTP-HC, Wonder Ventures, Techstars Ventures & Others",Private Equity,5000000.0,2016
Scienaptic,Technology,Bangalore,Pramod Bhasin,Seed,,2016
Koovs,E-Commerce,Delhi,Times of India Group & Existing investors,Private Equity,13500000.0,2016
Lawrato,Consumer Internet,Delhi,Indian Angel Network,Seed,,2016
Trip Tap Toe,Consumer Internet,Gurgaon,R.S Sharma,Seed,,2016
Pictor Imaging,Consumer Internet,Mumbai,Quarizon,Seed,147000.0,2016
Gramcover,Fintech,Delhi,Omnivore Capital,Seed,1000000.0,2016
Aermed,E-Commerce,Mumbai,Hitesh Windlass,Seed,,2016
Workindia,Consumer Internet,Mumbai,Asuka Holdings,Seed,,2016
Bats On Delivery,Consumer Internet,Gurgaon,Devdeep Singh,Seed,90000.0,2016
Numberz.In,Technology,Gurgaon,"Kae Capital, Khosla Impact",Seed,650000.0,2016
Housing.Com,Consumer Internet,Mumbai,Softbank Group,Private Equity,5000000.0,2016
Awesummly,Consumer Internet,Bangalore,"Vivek Bhargava, Ameera Shah",Seed,147000.0,2016
Volt,Consumer Internet,Mumbai,YMS Mobitech,Seed,,2016
Vymo,Technology,Bangalore,Sequoia India,Private Equity,5000000.0,2016
Shubhloans,Technology,Bangalore,"Sanjai Vohra, V. Bunty Bohra",Seed,,2016
Noddapp,Consumer Internet,Mumbai,Undisclosed multiple investors,Seed,147000.0,2016
Knowlarity,Consumer Internet,Bangalore,"Delta Partners, Sequoia India,\\xc2\\xa0 Mayfield, Blacksoil, Trifecta Capital",Private Equity,20000000.0,2016
Infisecure,Technology,Mumbai,"IDG Ventures, Axilor Ventures",Seed,600000.0,2016
Udaan,E-Commerce,Bangalore,"Lightspeed Venture Partners India, Lightspeed US",Private Equity,10000000.0,2016
Froyofit,Consumer Internet,Indore,Dr. Pooja Gandhi,Seed,,2016
Betterplace,Consumer Internet,Bangalore,Venture Highway,Seed,,2016
Sharechat,Consumer Internet,Mumbai,"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway",Private Equity,4000000.0,2016
Uclean,Consumer Internet,Gurgaon,Franchise India,Private Equity,,2016
Servify,Consumer Internet,Mumbai,"Blume Ventures, BEENEXT, Barkawi Holdings GmbH, TM Service Technology Holdings Gmbh, Sreevathsa Prabhakar",Private Equity,,2016
Hubilo,Consumer Internet,Ahmedabad,"Girish Mathrubootham, VC Karthic, Miten Mehta, Umasankar Nistala, Rakesh Patel, Akash Bhavsar, Jeevanandhan Rajagopal, Vikas Chadha & Others",Seed,,2016
Funongo,Consumer Internet,Mumbai,Reliance Entertainment,Private Equity,,2016
121Policy,Consumer Internet,Kolkata,Xelpmoc,Seed,,2016
Tapchief,Consumer Internet,Bangalore,"Paytm, Aprameya Radhakrishna, Subramanya Venkat, Venk Krishnan",Seed,,2016
Kloseby,Consumer Internet,Bangalore,Undisclosed Investor,Seed,100000.0,2016
Wholesalebox,E-Commerce,Jaipur,"Manish Maheshwari, Contrarian Vriddhi Fund",Private Equity,2000000.0,2016
Crossahead,Consumer Internet,Delhi NCR,Mohit Sharma,Seed,,2016
Affordplan,Consumer Internet,Delhi,"Prime Venture Partners, Kalaari Capital",Private Equity,3000000.0,2016
Handytrain,Consumer Internet,Other City,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",Private Equity,1000000.0,2016
Shopsup,E-Commerce,Bangalore,"Anand Sankeshwar, Yang Shu",Seed,963000.0,2016
Indofash,E-Commerce,Bangalore,"Shekhar Sahu, Nitesh Pant",Seed,150000.0,2016
Entropika,Technology,Bangalore,"Dileep Bhatt, Milind Chaudhary",Seed,200000.0,2016
Marianaiq,Technology,Bangalore,Exfinity Venture Partners,Private Equity,2000000.0,2016
Chai Thela,FoodTech,Delhi NCR,Quarizon,Seed,218000.0,2016
Interviewpad,Technology,Pune,Krishna Rokhale,Seed,100000.0,2016
Math Buddy,Consumer Internet,Vadodara,Menterra Social Impact Fund,Seed,440000.0,2016
Pulse,Consumer Internet,Bangalore,SAIF Partners,Private Equity,500000.0,2016
Monkeybox,Consumer Internet,Bangalore,Blume Ventures & Others,Seed,,2016
Carcrew.In,Consumer Internet,Mumbai,TVS Group,Seed,500000.0,2016
Merakisan,E-Commerce,Bangalore,Mahindra Univeg,Seed,,2016
Mystifly,Consumer Internet,Bangalore,Recruit Holdings,Private Equity,5000000.0,2016
Helpchat,Consumer Internet,Bangalore,"American Express Ventures, Sequoia Capital",Private Equity,,2016
Uniphore,Technology,Chennai,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",Private Equity,2000000.0,2016
World Art Community,E-Commerce,Gurgaon,Viraj Tyagi & Others,Seed,200000.0,2016
Giftxoxo,E-Commerce,Bangalore,Mahindra Holidays & Resorts India Ltd,Private Equity,450000.0,2016
Bharat Bazaar,E-Commerce,Mumbai,"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon",Seed,,2016
Goqii,Consumer Internet,Mumbai,Ratan Tata,Private Equity,,2016
India Gifts Portal,E-Commerce,Delhi NCR,"Naveen Arya, Tarun Joshi",Private Equity,2000000.0,2016
Moglix,E-Commerce,Delhi NCR,"Accel Partners, Jungle Ventures, SeedPlus",Private Equity,4200000.0,2016
Netlinx,Consumer Internet,Hyderabad,"Xchange Investors NV, TransGlobal FZC",Private Equity,3000000.0,2016
Scandid,Consumer Internet,Pune,3One4 Capital,Private Equity,,2016
Remitr,Consumer Internet,Mumbai,"Vijay Shekhar Sharma, Pravin Gandhi,\\xc2\\xa0 Smart Start Fund; Kunal Shah,\\xc2\\xa0 Sandeep Tandon, Vishal Gondal, & Others",Seed,1000000.0,2016
Innerchef,Consumer Internet,Gurgaon,"Mistletoe, M&S Partners",Private Equity,2500000.0,2016
Appsdaily,Consumer Internet,Mumbai,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",Private Equity,3750000.0,2016
Muhurtmaza,Consumer Internet,Pune,Undisclosed Investor,Seed,,2016
Azuro,Consumer Internet,Mumbai,"White Unicorn Ventures, Kae Capital, Mumbai Angels",Private Equity,,2016
Neurosynaptic,Technology,Bangalore,"Indian Angel Network, Healthsquad, Axilor Ventures",Private Equity,,2016
Ue Lifesciences,Technology,Mumbai,"Kiran Mazumdar-Shaw, Unitus Seed Fund",Private Equity,1200000.0,2016
Findmeashoe,Consumer Internet,Bangalore,Ventureast Fund Advisors,Seed,,2016
Realbox,Technology,Delhi NCR,Hyderabad Angels,Seed,300000.0,2016
Sportido,Consumer Internet,Delhi NCR,Sumpoorna Group,Seed,,2016
Gozefo,E-Commerce,Bangalore,"Helion Venture Partners, BeeNext",Private Equity,1050000.0,2016
Rayiot,Technology,Bangalore,HAX Accelerator,Seed,100000.0,2016
Kooh Sports,Technology,Mumbai,"HDFC, Faering Capital, Elevate Sports",Private Equity,2200000.0,2016
Flexiloans,Consumer Internet,Mumbai,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",Private Equity,15000000.0,2016
Sibia Analytics,Technology,Kolkata,Radhakrishnan Natarajan & Others,Seed,,2016
Vithi.Com,E-Commerce,Delhi,undisclosed investor,Seed,375000.0,2016
Yupp Tv,Consumer Internet,Bangalore,Emerald Media,Private Equity,50000000.0,2016
Deyor Camps,Consumer Internet,Gurgaon,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",Seed,500000.0,2016
Ziploan,Consumer Internet,Delhi,"GrowX Ventures, Sunil Kalra, Arun Venkatachalam,\\xc2\\xa0 Badal Malick",Seed,,2016
Faballey,Other,Delhi NCR,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",Private Equity,2000000.0,2016
Shoekonnect,E-Commerce,Other City,Indian Angel Network,Seed,,2016
Maya,Consumer Internet,Bangalore,Rajan Anandan,Seed,,2016
Robovac,Technology,Ahmedabad,Virendra Patel,Seed,450000.0,2016
Newspatrolling,Consumer Internet,Delhi,Undisclosed,Seed,25000.0,2016
Postman,Consumer Internet,Bangalore,Nexus Venture Partners,Private Equity,7000000.0,2016
Isfc,Fintech,Hyderabad,Gray Matters Capital,Private Equity,6000000.0,2016
Beatroute,Technology,Gurgaon,Quarizon Consultancy Services LLP,Seed,,2016
Kidsstoppress,Consumer Internet,Mumbai,Karan Bhagat,Seed,,2016
Innov8,Consumer Internet,Bangalore,Punit Soni,Seed,,2016
Dailyhunt,Consumer Internet,Bangalore,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge",Private Equity,25000000.0,2016
Tazzo Bikes,Consumer Internet,Hyderabad,DSG Consumer Partners,Seed,227000.0,2016
Mykindofjob,Consumer Internet,Mumbai,"Mayank Shah, Shreyans Shah",Seed,1000000.0,2016
Trilyo,Technology,Bangalore,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",Seed,,2016
Rooter,Consumer Internet,Delhi,"Boman Irani, Dhruv Chitgopekar, Prantik Dasgupta",Seed,,2016
Yumigo,Consumer Internet,Gurgaon,Hemant Sahni,Seed,300000.0,2016
Rentalpha,Other,Mumbai,Bravia Capital,Private Equity,16000000.0,2016
3Dexter,Technology,Delhi,Newbie Promoters,Seed,150000.0,2016
Babychakra,Consumer Internet,Mumbai,RoundGlass Partners,Private Equity,,2016
Coppre,E-Commerce,Pune,Ganesh Natarajan,Seed,,2016
Mysun,Technology,Delhi NCR,General Catalyst Partners,Private Equity,2500000.0,2016
Epathsala,Technology,Bangalore,"Hyderabad Angels, TLabs",Seed,,2016
Furlenco,Consumer Internet,Bangalore,"Lightbox Ventures, Axis Capital & Others",Private Equity,30000000.0,2016
Fisdom,Consumer Internet,Bangalore,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,1100000.0,2016
Actofit,Technology,Mumbai,Next Orbit Ventures Fund,Private Equity,750000.0,2016
Stayology,Consumer Internet,Bangalore,Ranjan Pai,Seed,,2016
Hipcask,Consumer Internet,Mumbai,Mobikon,Seed,,2016
Railyatri,Consumer Internet,Delhi NCR,"Helion Ventures, Blume ventures",Private Equity,,2016
Chatongo,Consumer Internet,Mumbai,Janak Jain,Seed,300000.0,2016
Wotu,E-Commerce,Bangalore,KAE capital,Seed,,2016
Healthians,Consumer Internet,Gurgaon,BEENEXT,Private Equity,3000000.0,2016
Box8,Consumer Internet,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,7500000.0,2016
Kredx,E-Commerce,Bangalore,Sequoia Capital,Private Equity,6000000.0,2016
Creditmate,Consumer Internet,Mumbai,India Quotient,Seed,500000.0,2016
Pickrr,Technology,Delhi,Swastika Company Ltd,Seed,,2016
Satvakart,E-Commerce,Gurgaon,Nimit Panigrahi,Seed,,2016
Soopermo,Technology,Gurgaon,Lalit Vase,Seed,100000.0,2016
Orangetwig,Consumer Internet,Delhi,Undisclosed investor,Seed,1000000.0,2016
Wooplr,Consumer Internet,Bangalore,"Astarc Ventures, Anand Chandrasekaran",Seed,,2016
The Kettlery,E-Commerce,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000.0,2016
Idea Bubbles,Consumer Internet,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000.0,2016
Fr8,Technology,Chennai,Omnivore Partners,Private Equity,971000.0,2016
Ather Energy,Technology,Bangalore,Hero MotoCorp,Private Equity,27000000.0,2016
Pikkol,Logistics,Bangalore,"Ajay Nanavati, Afsal Salu",Seed,,2016
Velmenni,Technology,Delhi,Kalaari Capital,Seed,100000.0,2016
Volta Motors,Technology,Chennai,Kalaari Capital,Seed,100000.0,2016
Cyclops,Technology,Bangalore,Kalaari Capital,Seed,100000.0,2016
Impact Analytics,Technology,Bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,750000.0,2016
Talent Next,Consumer Internet,Mumbai,Karanpal Singh & Others,Seed,1000000.0,2016
Mad Street Den,Technology,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,,2016
